loan_limit,Gender,approv_in_adv,loan_type,loan_purpose,Credit_Worthiness,open_credit,business_or_commercial,loan_amount,term,Neg_ammortization,interest_only,lump_sum_payment,construction_type,occupancy_type,Secured_by,total_units,income,credit_type,Credit_Score,co-applicant_credit_type,age,submission_of_application,Region,Security_Type,Status
cf,,nopre,type2,p4,l1,nopc,b/c,156500,240.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,5160.0,EXP,645,CIB,35-44,to_inst,south,direct,0
cf,Female,nopre,type1,p4,l1,nopc,nob/c,226500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,6300.0,CRIF,827,CIB,35-44,not_inst,south,direct,0
cf,Joint,nopre,type1,p3,l1,nopc,nob/c,256500,180.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,7380.0,CRIF,797,EXP,35-44,to_inst,north,direct,1
cf,Joint,nopre,type3,p4,l1,nopc,nob/c,396500,360.0,not_neg,int_only,not_lpsm,sb,pr,home,1U,,CIB,820,EXP,25-34,to_inst,north,direct,0
cf,,nopre,type1,p3,l1,nopc,nob/c,156500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,1740.0,CRIF,856,CIB,55-64,to_inst,south,direct,0
cf,Joint,nopre,type1,p1,l1,nopc,nob/c,456500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,7440.0,CRIF,732,EXP,25-34,not_inst,north,direct,0
cf,Male,nopre,type3,p4,l1,nopc,nob/c,256500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,,EXP,513,CIB,55-64,not_inst,north,direct,0
cf,Male,nopre,type1,p1,l1,nopc,nob/c,36500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,1620.0,EXP,863,CIB,55-64,to_inst,north,direct,0
cf,,nopre,type2,p4,l1,nopc,b/c,456500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,0.0,EQUI,536,EXP,55-64,to_inst,south,direct,1
cf,Joint,nopre,type1,p3,l1,nopc,nob/c,276500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,3060.0,CRIF,802,EXP,>74,not_inst,north,direct,0
ncf,,nopre,type1,p3,l1,nopc,nob/c,166500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,1920.0,CIB,520,CIB,65-74,to_inst,south,direct,0
,Male,nopre,type1,p4,l1,nopc,nob/c,476500,360.0,neg_amm,not_int,not_lpsm,sb,pr,home,1U,136800.0,EXP,583,CIB,45-54,not_inst,north,direct,1
cf,Male,nopre,type1,p1,l1,nopc,nob/c,546500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,5940.0,EXP,533,CIB,35-44,not_inst,north,direct,0
cf,Female,nopre,type2,p4,l1,nopc,b/c,56500,360.0,not_neg,not_int,lpsm,sb,pr,home,1U,840.0,CRIF,593,CIB,55-64,to_inst,south,direct,0
cf,Male,nopre,type1,p1,l1,nopc,nob/c,106500,360.0,not_neg,int_only,not_lpsm,sb,sr,home,1U,7800.0,CIB,674,CIB,35-44,to_inst,north,direct,0
ncf,Male,nopre,type1,p4,l1,nopc,nob/c,506500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,4380.0,EQUI,751,EXP,65-74,to_inst,north,direct,1
cf,,pre,type3,p4,l1,nopc,nob/c,316500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,,EXP,798,CIB,25-34,to_inst,south,direct,1
cf,Joint,nopre,type1,p1,l1,nopc,nob/c,386500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,5280.0,EXP,766,EXP,>74,not_inst,south,direct,0
cf,Male,nopre,type1,p4,l1,nopc,nob/c,346500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,4620.0,EQUI,513,EXP,35-44,not_inst,south,direct,1
cf,Joint,nopre,type2,p1,l1,nopc,b/c,246500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,4380.0,EXP,840,EXP,35-44,not_inst,south,direct,0
cf,Joint,nopre,type1,p3,l1,nopc,nob/c,186500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,3840.0,CRIF,624,EXP,55-64,to_inst,north,direct,0
cf,Male,nopre,type1,p1,l1,nopc,nob/c,576500,360.0,neg_amm,not_int,not_lpsm,sb,ir,home,1U,7320.0,CIB,794,CIB,45-54,not_inst,north,direct,1
cf,Male,nopre,type1,p1,l1,nopc,nob/c,326500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,5160.0,CIB,682,EXP,25-34,to_inst,north,direct,0
cf,Female,nopre,type1,p3,l1,nopc,nob/c,406500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,2880.0,EXP,715,CIB,55-64,not_inst,north,direct,1
cf,Joint,nopre,type2,p3,l2,nopc,b/c,526500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,12060.0,CIB,742,EXP,65-74,not_inst,south,direct,0
cf,Joint,nopre,type2,p4,l1,nopc,b/c,296500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,4020.0,EXP,600,EXP,45-54,not_inst,north,direct,0
cf,Female,nopre,type1,p3,l1,nopc,nob/c,276500,132.0,not_neg,int_only,not_lpsm,sb,pr,home,1U,13560.0,EXP,508,CIB,45-54,not_inst,south,direct,0
cf,Female,nopre,type1,p4,l1,nopc,nob/c,376500,240.0,neg_amm,not_int,not_lpsm,sb,pr,home,1U,8400.0,CIB,591,CIB,45-54,not_inst,south,direct,0
cf,Female,nopre,type1,p1,l1,nopc,nob/c,406500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,6420.0,CIB,784,CIB,45-54,not_inst,south,direct,0
cf,Male,pre,type2,p1,l1,nopc,b/c,146500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,3300.0,CRIF,611,CIB,35-44,to_inst,north,direct,0
cf,Male,nopre,type1,p4,l1,nopc,nob/c,356500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,7260.0,EXP,784,CIB,25-34,not_inst,north,direct,0
cf,Male,nopre,type1,p3,l1,nopc,nob/c,286500,240.0,neg_amm,not_int,not_lpsm,sb,pr,home,1U,4260.0,CIB,508,CIB,55-64,to_inst,north,direct,1
cf,Male,nopre,type1,p3,l1,nopc,nob/c,236500,360.0,not_neg,int_only,not_lpsm,sb,pr,home,1U,3840.0,CIB,853,CIB,65-74,not_inst,north,direct,0
cf,Female,nopre,type1,p1,l2,nopc,nob/c,276500,360.0,not_neg,not_int,not_lpsm,sb,ir,home,1U,13320.0,CIB,806,EXP,55-64,not_inst,north,direct,0
cf,Male,nopre,type1,p4,l1,nopc,nob/c,316500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,5580.0,CIB,567,CIB,35-44,to_inst,north,direct,0
cf,,nopre,type1,p1,l1,nopc,nob/c,266500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,7620.0,CIB,511,CIB,55-64,to_inst,south,direct,0
cf,Joint,nopre,type1,p3,l1,nopc,nob/c,456500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,10860.0,EXP,676,EXP,55-64,not_inst,south,direct,0
cf,Female,nopre,type1,p3,l1,nopc,nob/c,456500,360.0,neg_amm,not_int,not_lpsm,sb,pr,home,1U,6600.0,CRIF,613,CIB,55-64,not_inst,north,direct,0
cf,Female,pre,type1,p3,l1,nopc,nob/c,186500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,2160.0,CIB,875,CIB,65-74,to_inst,north,direct,1
cf,,pre,type1,p3,l1,nopc,nob/c,386500,180.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,7440.0,EQUI,854,EXP,65-74,to_inst,south,direct,1
ncf,Joint,pre,type3,p3,l1,nopc,nob/c,166500,300.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,5040.0,CRIF,688,EXP,65-74,to_inst,north,direct,0
cf,Joint,nopre,type1,p4,l1,nopc,nob/c,516500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,9300.0,CIB,528,EXP,25-34,not_inst,north,direct,0
cf,Male,nopre,type3,p4,l1,nopc,nob/c,166500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,,EXP,888,CIB,65-74,to_inst,north,direct,0
cf,Female,nopre,type1,p3,l1,nopc,nob/c,266500,360.0,not_neg,int_only,not_lpsm,sb,pr,home,1U,4200.0,CIB,680,CIB,>74,to_inst,north,direct,0
cf,Female,nopre,type2,p1,l1,nopc,b/c,86500,360.0,neg_amm,not_int,not_lpsm,sb,pr,home,1U,1320.0,EQUI,616,EXP,35-44,to_inst,south,direct,1
cf,Joint,nopre,type1,p4,l1,nopc,nob/c,636500,360.0,not_neg,not_int,lpsm,sb,pr,home,1U,10080.0,EQUI,617,EXP,45-54,to_inst,south,direct,1
cf,Male,nopre,type1,p3,l1,nopc,nob/c,286500,180.0,not_neg,not_int,not_lpsm,sb,sr,home,1U,11040.0,CRIF,780,CIB,65-74,to_inst,north,direct,0
cf,Joint,pre,type1,p1,l1,nopc,nob/c,216500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,3960.0,EXP,633,EXP,65-74,not_inst,north,direct,0
ncf,,,type1,p3,l1,nopc,nob/c,736500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,10320.0,CIB,853,EXP,55-64,to_inst,south,direct,1
cf,Male,nopre,type1,p3,l1,nopc,nob/c,226500,180.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,3360.0,EXP,589,CIB,55-64,not_inst,north,direct,0
cf,Male,nopre,type1,p3,l1,nopc,nob/c,586500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,6060.0,CRIF,752,CIB,55-64,not_inst,north,direct,1
cf,Joint,nopre,type2,p4,l1,nopc,b/c,86500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,1380.0,CRIF,644,EXP,>74,to_inst,south,direct,1
cf,Male,nopre,type1,p4,l1,nopc,nob/c,196500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,5940.0,CRIF,831,CIB,55-64,to_inst,north,direct,1
cf,Female,nopre,type2,p1,l1,nopc,b/c,316500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,4140.0,CIB,545,CIB,45-54,not_inst,north,direct,0
cf,Male,nopre,type1,p4,l1,nopc,nob/c,666500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,10320.0,EXP,837,CIB,35-44,not_inst,south,direct,0
cf,Joint,nopre,type1,p4,l1,nopc,nob/c,356500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,7620.0,CIB,786,EXP,25-34,not_inst,north,direct,0
cf,,nopre,type1,p2,l1,nopc,nob/c,296500,180.0,not_neg,not_int,lpsm,sb,pr,home,1U,18300.0,CIB,627,EXP,55-64,to_inst,south,direct,1
cf,Joint,nopre,type1,p4,l1,nopc,nob/c,316500,360.0,not_neg,int_only,not_lpsm,sb,pr,home,1U,4200.0,CRIF,829,EXP,25-34,not_inst,north,direct,0
cf,Male,nopre,type1,p1,l1,nopc,nob/c,196500,324.0,neg_amm,not_int,not_lpsm,sb,pr,home,1U,5700.0,CRIF,793,CIB,55-64,to_inst,north,direct,0
cf,Male,nopre,type1,p3,l1,nopc,nob/c,386500,180.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,19440.0,CIB,588,CIB,45-54,to_inst,north,direct,0
cf,Joint,pre,type1,p4,l1,nopc,nob/c,526500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,10740.0,EXP,551,EXP,45-54,not_inst,south,direct,0
cf,,nopre,type1,p3,l1,nopc,nob/c,96500,240.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,1380.0,CRIF,601,EXP,55-64,to_inst,south,direct,0
cf,Joint,nopre,type1,p3,l1,nopc,nob/c,436500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,5580.0,CIB,869,EXP,55-64,to_inst,north,direct,0
ncf,Joint,nopre,type3,p4,l1,nopc,nob/c,796500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,,CRIF,691,EXP,35-44,to_inst,south,direct,0
cf,Male,nopre,type1,p3,l1,nopc,nob/c,216500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,3540.0,CIB,580,CIB,45-54,to_inst,north,direct,0
cf,,nopre,type1,p4,l1,nopc,nob/c,166500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,4200.0,CIB,664,CIB,>74,to_inst,south,direct,0
cf,Joint,nopre,type1,p3,l1,nopc,nob/c,416500,360.0,neg_amm,not_int,not_lpsm,sb,pr,home,1U,9840.0,CRIF,778,EXP,45-54,to_inst,central,direct,1
cf,Joint,nopre,type3,p3,l1,nopc,nob/c,466500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,4440.0,CRIF,572,EXP,65-74,not_inst,north,direct,1
cf,Female,nopre,type2,p1,l1,nopc,b/c,286500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,4320.0,CIB,773,CIB,35-44,not_inst,north,direct,0
cf,Joint,pre,type3,p3,l1,nopc,nob/c,426500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,5460.0,CRIF,798,EXP,45-54,to_inst,south,direct,0
cf,Female,pre,type1,p1,l1,nopc,nob/c,166500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,3660.0,EXP,637,CIB,55-64,to_inst,north,direct,0
cf,,nopre,type2,p1,l1,nopc,b/c,216500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,4620.0,EXP,505,EXP,65-74,to_inst,south,direct,0
cf,Male,pre,type1,p4,l1,nopc,nob/c,326500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,5520.0,CIB,700,CIB,25-34,not_inst,north,direct,0
cf,,nopre,type1,p3,l1,nopc,nob/c,196500,360.0,not_neg,not_int,not_lpsm,sb,ir,home,1U,8160.0,CIB,579,CIB,55-64,to_inst,south,direct,0
cf,Male,nopre,type1,p4,l1,nopc,nob/c,606500,180.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,14820.0,CRIF,584,CIB,45-54,not_inst,south,direct,0
cf,,nopre,type1,p4,l1,nopc,nob/c,556500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,9000.0,CIB,735,CIB,45-54,to_inst,south,direct,0
cf,Joint,nopre,type1,p3,l1,nopc,nob/c,316500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,7680.0,EXP,838,EXP,35-44,to_inst,central,direct,0
cf,Male,nopre,type1,p4,l1,nopc,nob/c,176500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,1680.0,CRIF,836,CIB,65-74,to_inst,north,direct,0
cf,Male,pre,type1,p2,l1,nopc,nob/c,256500,360.0,not_neg,not_int,not_lpsm,sb,sr,home,1U,10740.0,CIB,852,CIB,35-44,not_inst,south,direct,0
cf,Joint,nopre,type1,p4,l1,nopc,nob/c,276500,360.0,neg_amm,not_int,not_lpsm,sb,pr,home,1U,10620.0,CRIF,722,EXP,55-64,to_inst,north,direct,0
cf,,nopre,type1,p4,l1,nopc,nob/c,486500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,7440.0,EXP,775,CIB,25-34,not_inst,south,direct,0
cf,,nopre,type1,p4,l1,nopc,nob/c,286500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,3480.0,EXP,736,CIB,65-74,to_inst,south,direct,0
cf,,pre,type1,p4,l1,nopc,nob/c,406500,240.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,7260.0,CRIF,727,CIB,25-34,to_inst,south,direct,0
cf,Joint,nopre,type1,p4,l1,nopc,nob/c,556500,240.0,not_neg,int_only,not_lpsm,sb,pr,home,1U,13440.0,CIB,724,EXP,45-54,not_inst,north,direct,0
cf,,nopre,type2,p3,l1,nopc,b/c,136500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,3600.0,EXP,809,CIB,45-54,to_inst,south,direct,0
cf,Male,pre,type1,p3,l1,nopc,nob/c,446500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,13380.0,EXP,798,CIB,>74,to_inst,north,direct,0
cf,Female,nopre,type1,p3,l2,nopc,nob/c,486500,300.0,neg_amm,int_only,not_lpsm,sb,pr,home,1U,12060.0,EQUI,814,EXP,45-54,not_inst,central,direct,1
cf,Male,pre,type1,p3,l1,nopc,nob/c,466500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,3U,4320.0,EQUI,504,EXP,45-54,not_inst,north,direct,1
cf,Joint,pre,type1,p4,l1,nopc,nob/c,296500,180.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,5640.0,CIB,697,EXP,35-44,to_inst,north,direct,1
cf,,nopre,type1,p3,l1,nopc,nob/c,126500,180.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,2640.0,EXP,729,CIB,55-64,to_inst,south,direct,0
,Male,nopre,type1,p4,l1,nopc,nob/c,336500,360.0,neg_amm,not_int,not_lpsm,sb,pr,home,1U,6600.0,EQUI,891,EXP,35-44,not_inst,north,direct,1
cf,,nopre,type2,p3,l1,nopc,b/c,126500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,5460.0,CRIF,602,CIB,45-54,to_inst,south,direct,0
cf,,pre,type1,p3,l1,nopc,nob/c,146500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,3420.0,EQUI,644,EXP,>74,to_inst,south,direct,1
cf,Male,nopre,type1,p1,l1,nopc,nob/c,86500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,1860.0,EXP,589,CIB,55-64,not_inst,north,direct,0
cf,,nopre,type2,p3,l1,nopc,b/c,216500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,6960.0,EXP,743,CIB,35-44,to_inst,south,direct,0
cf,Male,nopre,type2,p3,l1,nopc,b/c,206500,360.0,neg_amm,not_int,not_lpsm,sb,pr,home,1U,4920.0,EXP,512,CIB,65-74,to_inst,central,direct,0
cf,,nopre,type1,p3,l1,nopc,nob/c,246500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,3480.0,CIB,697,EXP,>74,not_inst,south,direct,1
cf,Male,nopre,type1,p3,l1,nopc,nob/c,486500,360.0,not_neg,int_only,not_lpsm,sb,pr,home,1U,18120.0,CRIF,561,CIB,35-44,to_inst,north,direct,0
cf,Male,pre,type1,p4,l1,nopc,nob/c,676500,360.0,not_neg,not_int,not_lpsm,sb,ir,home,1U,11940.0,EQUI,824,EXP,45-54,not_inst,south,direct,1
cf,,nopre,type1,p3,l1,nopc,nob/c,316500,360.0,not_neg,int_only,not_lpsm,sb,pr,home,1U,2880.0,CIB,878,CIB,55-64,to_inst,south,direct,1
cf,Joint,nopre,type1,p3,l1,nopc,nob/c,226500,360.0,not_neg,not_int,not_lpsm,sb,ir,home,1U,6180.0,CIB,568,EXP,45-54,to_inst,north,direct,0
cf,,nopre,type1,p3,l1,nopc,nob/c,236500,324.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,5460.0,CRIF,662,CIB,55-64,to_inst,south,direct,0
cf,Female,nopre,type1,p3,l1,nopc,nob/c,486500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,5940.0,CIB,709,CIB,25-34,not_inst,south,direct,0
cf,Male,nopre,type1,p3,l1,nopc,nob/c,466500,240.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,7380.0,EQUI,682,EXP,65-74,to_inst,north,direct,1
cf,Joint,nopre,type1,p4,l1,nopc,nob/c,436500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,15900.0,CIB,862,EXP,35-44,not_inst,south,direct,0
cf,Male,nopre,type2,p3,l1,nopc,b/c,226500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,4200.0,CRIF,832,CIB,45-54,to_inst,central,direct,0
cf,,nopre,type1,p3,l1,nopc,nob/c,246500,120.0,neg_amm,not_int,not_lpsm,sb,pr,home,1U,8220.0,EXP,569,EXP,65-74,to_inst,south,direct,0
cf,Joint,nopre,type1,p2,l1,nopc,nob/c,486500,360.0,not_neg,not_int,not_lpsm,sb,ir,home,1U,8820.0,CIB,733,EXP,65-74,not_inst,south,direct,0
cf,Female,nopre,type1,p1,l1,nopc,nob/c,116500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,3540.0,CRIF,758,CIB,45-54,to_inst,north,direct,0
cf,Joint,nopre,type1,p3,l1,nopc,nob/c,456500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,5040.0,EXP,583,EXP,35-44,not_inst,south,direct,0
cf,,nopre,type2,p3,l1,nopc,b/c,286500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,2820.0,CRIF,541,CIB,45-54,to_inst,south,direct,0
cf,Joint,nopre,type1,p1,l1,nopc,nob/c,456500,360.0,not_neg,not_int,lpsm,sb,pr,home,1U,4620.0,CIB,810,EXP,25-34,not_inst,north,direct,0
cf,Joint,nopre,type1,p1,l1,nopc,nob/c,326500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,4800.0,CRIF,786,EXP,35-44,to_inst,north,direct,0
cf,Joint,nopre,type1,p1,l1,nopc,nob/c,266500,360.0,not_neg,not_int,not_lpsm,sb,ir,home,1U,4440.0,CRIF,897,EXP,55-64,not_inst,north,direct,1
cf,Female,nopre,type1,p3,l1,nopc,nob/c,336500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,5100.0,CRIF,784,CIB,45-54,not_inst,south,direct,0
cf,Female,nopre,type1,p1,l1,nopc,nob/c,466500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,0.0,CIB,530,CIB,25-34,not_inst,central,direct,1
cf,Male,nopre,type1,p4,l1,nopc,nob/c,416500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,15300.0,CIB,610,CIB,35-44,to_inst,north,direct,0
cf,,nopre,type1,p3,l1,nopc,nob/c,106500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,1800.0,CRIF,699,EXP,65-74,to_inst,south,direct,0
cf,,nopre,type2,p3,l1,nopc,b/c,136500,360.0,not_neg,int_only,not_lpsm,sb,pr,home,1U,3180.0,EQUI,893,EXP,55-64,to_inst,south,direct,1
cf,Female,nopre,type1,p3,l1,nopc,nob/c,206500,360.0,not_neg,not_int,not_lpsm,sb,ir,home,1U,2760.0,CRIF,547,CIB,65-74,to_inst,south,direct,0
,,nopre,type2,p3,l1,nopc,b/c,66500,360.0,neg_amm,not_int,not_lpsm,sb,pr,home,1U,1020.0,CRIF,897,CIB,45-54,to_inst,south,direct,1
cf,,nopre,type1,p4,l1,nopc,nob/c,666500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,9000.0,EQUI,662,EXP,25-34,to_inst,south,direct,1
cf,,nopre,type1,p4,l1,nopc,nob/c,206500,180.0,not_neg,not_int,lpsm,sb,pr,home,1U,7800.0,EQUI,551,EXP,55-64,to_inst,south,direct,1
cf,,nopre,type2,p4,l1,nopc,b/c,326500,300.0,not_neg,not_int,lpsm,sb,pr,home,1U,,EXP,667,EXP,25-34,to_inst,south,direct,1
cf,Female,pre,type3,p1,l1,nopc,nob/c,266500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,13140.0,CRIF,828,CIB,55-64,to_inst,central,direct,0
cf,Joint,nopre,type3,p1,l1,nopc,nob/c,296500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,4380.0,CIB,648,EXP,65-74,to_inst,south,direct,1
cf,Female,nopre,type1,p4,l1,nopc,nob/c,376500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,4800.0,EXP,588,CIB,65-74,to_inst,north,direct,0
cf,Male,nopre,type1,p3,l1,nopc,nob/c,236500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,5940.0,EXP,856,CIB,55-64,to_inst,north,direct,0
cf,Joint,nopre,type1,p4,l1,nopc,nob/c,446500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,9840.0,CIB,515,EXP,55-64,not_inst,north,direct,0
cf,Male,nopre,type1,p4,l1,nopc,nob/c,456500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,7800.0,CRIF,661,CIB,45-54,not_inst,south,direct,0
cf,Joint,nopre,type1,p3,l1,nopc,nob/c,406500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,5520.0,CRIF,549,EXP,45-54,to_inst,north,direct,0
,Male,nopre,type2,p2,l1,nopc,b/c,46500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,1200.0,EXP,812,CIB,65-74,to_inst,north,direct,0
cf,Male,pre,type3,p1,l1,nopc,nob/c,476500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,7380.0,CIB,525,CIB,45-54,not_inst,south,direct,0
cf,Male,pre,type1,p1,l1,nopc,nob/c,166500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,2160.0,EXP,878,CIB,65-74,to_inst,south,direct,0
cf,,nopre,type1,p3,l1,nopc,nob/c,466500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,9960.0,CRIF,663,CIB,55-64,to_inst,south,direct,0
cf,Joint,nopre,type1,p1,l1,nopc,nob/c,426500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,10920.0,CRIF,662,EXP,35-44,to_inst,central,direct,1
cf,Female,pre,type1,p4,l1,nopc,nob/c,96500,180.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,4980.0,CRIF,812,EXP,25-34,to_inst,north,direct,0
cf,Female,nopre,type1,p4,l1,nopc,nob/c,456500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,6780.0,CRIF,716,CIB,65-74,to_inst,north,direct,0
cf,,nopre,type1,p3,l1,nopc,nob/c,166500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,2100.0,CIB,890,EXP,65-74,to_inst,south,direct,0
cf,Joint,pre,type2,p1,l1,nopc,b/c,306500,360.0,not_neg,int_only,not_lpsm,sb,pr,home,1U,4200.0,CRIF,621,EXP,25-34,to_inst,north,direct,0
cf,,nopre,type1,p1,l1,nopc,nob/c,486500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,8220.0,CRIF,807,CIB,35-44,not_inst,north,direct,0
ncf,,pre,type1,p1,l1,nopc,nob/c,296500,360.0,not_neg,not_int,not_lpsm,sb,sr,home,1U,8400.0,CIB,586,EXP,45-54,to_inst,south,direct,0
cf,Joint,nopre,type2,p1,l1,nopc,b/c,276500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,3600.0,CRIF,823,EXP,25-34,to_inst,north,direct,1
cf,,nopre,type1,p3,l1,nopc,nob/c,316500,360.0,neg_amm,not_int,not_lpsm,sb,pr,home,1U,3840.0,CRIF,674,CIB,65-74,to_inst,south,direct,0
cf,Female,pre,type2,p2,l1,nopc,b/c,76500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,2700.0,CIB,707,CIB,35-44,to_inst,north,direct,0
ncf,,nopre,type2,p1,l1,nopc,b/c,86500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,,EQUI,869,EXP,,,south,direct,1
ncf,Joint,nopre,type1,p3,l2,opc,nob/c,546500,360.0,not_neg,int_only,not_lpsm,sb,pr,home,1U,15660.0,CIB,539,EXP,55-64,to_inst,south,direct,0
cf,,nopre,type1,p2,l1,nopc,nob/c,486500,360.0,not_neg,not_int,not_lpsm,sb,pr,home,1U,6840.0,CRIF,528,CIB,35-44,to_inst,south,direct,0
cf,Female,nopre,type1,p3,l1,nopc,nob/c,386500,360.0,neg_amm,not_int,not_lpsm,sb,pr,home,1U,4140.0,CIB,864,CIB,55-64,not_inst,north,direct,0
